name,measurement_unit,weight_per_unit,protein_per_100g,calories_per_100g,fat_per_100g,carbohydrates_per_100g,alcohol_percentage
gelderse rookworst,g,,13,284,26,0.5,0
ei l/xl,g,,12,132,9.1,0.5,0
woknoedels,g,,10.2,481,21,61.3,0
alternatief voor kristalsuiker,g,,0,1,0,99,0
red bull sugarfree,ml,,0,3,0,0,0
cashewnoten gebrand,g,,20.7,624,50.8,17.5,0
jong belegen kaas,g,,24.4,387,31.7,0,0
gelders gekookte worst,g,,13,263,22,3,0
stracciatella skyr air,g,,8.4,74,2.9,3.4,0
spaghetti volkoren,g,,13,352,3.3,63,0
mini tompouce,g,,3.3,335,20,35,0
ansjovis filets in olijfolie,g,,27,179,8,0.5,0
kimchi chips,g,,7.3,466,24.5,54.2,0
volkoren meergranen brood,g,,12.6,240,3.1,36.3,0
paniermehl (paneermeel),g,,12.4,350,1.4,69.7,0
appelazijn,ml,,0.1,18,0.1,0.4,0
organic cashew drink imp,ml,,0.9,28,2.1,1.4,0
mirin seasoning sauce,ml,,0,296,0,74,0
fusilli no 28,g,,14,351,1,70,0
polpa tomates concassées fines,g,,1.2,26,0.2,3.9,0
bolognese met rundvlees,g,,4,102,6.5,6.3,0
verse slagroom opgeklopt,g,,2.5,350,33,11,0
billy's farm organic ginger & walnut spelt cookies,g,,8.9,453,23.7,54.2,0
rucola slamelange,g,,2.7,22,0.3,1.1,0
wok saus oyster garlic,ml,,0.2,90,0.0,22,0
kikkererwtenchips,g,,10,486,24,55,0
peanuts caramel bar,g,,21,536,29,46,0
snoepgroente: wortelen,g,,1.1,33,0.5,5.5,0
worteltjes,g,,0.6,33,0.3,5.5,0
kaasrolletjes,g,,10.7,510,34.2,44.2,0
extra jam gember,g,,0,260,0,65,0
pinda's ongezouten,g,,25,620,51,11,0
shoarma turks,ml,,1.2,174,1.4,37,0
biologische melba toast,g,,14,413,6.1,73,0
"nasi goreng, boemboe voor kruidig rijstgerecht",g,,5.8,328,18,34,0
gezouten macadamia's,g,,8.5,750,73,13,0
bonne brioche,g,,8.1,354,12.5,51.1,0
gruvi pistacchio,g,,5.1,408,28,34,0
anijsstaafjes,g,,0,405,1.2,98,0
airfryer ovenfriet zoete aardappel,g,,1.1,174,9.4,20,0
cranberry-chocolade koekjes,g,,6.1,500,24,63,0
sajoer boontjes,g,,3.6,409,22,47,0
zoete honing mosterdsaus,g,,1.4,314,26,17,0
"big americans, texas",g,,10,257,10,30,0
bouillon bospaddenstoel,g,,0.1,4.8,0.2,0.6,0
radijs,g,,1,22,0,4,0
knoflookboter,g,,1.2,696,74.8,3.9,0
sinas regular,g,,0.1,32.5,0,7.5,0
kokosolie,g,,0.7,824,91,0.1,0
cola,ml,,0,27.5,0,6.7,0
sperziebonen,g,,1.8,25,0.4,2.2,0
tomaten soep,ml,,1.8,53,1.6,7.5,0
spelt crackers,g,,18,480,23,44,0
jus met uitjes,g,,0.7,94,8.1,4.6,0
chocolademousse original,g,,5.3,178,6.3,24.8,0
chocoladeletter e melk,g,,5.9,560,35.4,52.7,0
chocolade melk,ml,,3.6,64,1.7,8.2,0
volle kwark (biologische boeren),g,,7.6,137,10,3.7,0
pasta kipfilet,g,,6.4,145.6,7.3,14,0
"smeerbaar product voor op het brood met 30% vet, met toegevoegde vitamines",g,,0,271,30,0.1,0
eggwrap kip kruidenroomkaas,g,,9.2,159,8.4,11,0
sardines,g,,17.6,356,30.7,2.4,0
smokey bbq,ml,,0.8,151,0.1,35.7,0
marshmallows,g,,4.5,323,0,76,0
biet geitenkaas salade,g,,4.5,171.5,11,12,0
hazelnoot,g,,7.9,579,38.3,48.6,0
erwten proteine,g,,76.3,400,9.3,1.7,0
chocolade broodjes,g,,7.4,418,21,47,0
chocoladepasta puur,g,,2.9,580,39,53,0
peach ice tea zero,ml,,0,1,0,0,0
opa's ovenfeiet met schil,g,,2.5,131.5,3.5,21,0
stokbrood bruin,g,,8.1,242,1.3,47,0
bloedsinaasappel grapefruit,ml,,0,7,0,0.3,0
skyer mandarin pie,g,,8.9,71,2.1,4.1,0
les pains boulogne volkoren,g,,13,262,4.8,36,0
kruidig pastasaus,g,,1.5,50,0.7,8.4,0
groentemix gril,g,,1.5,37,0.3,5.4,0
half wholewest bread,g,,10.1,230,1.8,39.4,0
vegetarische groentensoep,ml,,1.6,29,0.9,3.3,0
macaroni,g,,9.9,278,3,50,0
pitabroodje,g,,8.4,243,1,49,0
tijger volkoren heel,g,,12,221,1.8,36,0
protein kwark met yoghurt (vanille),g,,13,68,0.4,3,0
scrocchi,g,,10,428,12,68,0
maaltijdsalade,g,,5.9,127,4.6,12,0
aardbei kers drinkyoghurt,ml,,3.1,27,0.1,3.5,0
chocolade hagelslag melk,g,,6.2,463,16,72,0
ontbijtspek gerookt,g,,16,293,25,1,0
meergranen tortilla glutenvrij,g,,1.8,252,7.2,40.3,0
java kroepoek mild gekruid,g,,2.6,522,26.3,67.6,0
yogonaise,ml,,1,288,26,11.8,0
citroen,g,,0,0,0,0,0
mix cajun,g,,3.1,109,2.1,16.9,0
aardappelschotel zwitsers,g,,6,130,5,14.5,0
high protein pudding,g,,10.2,73,0.8,6.1,0
plantaardige mortadella met pistache,g,,3.1,92,5.7,5,0
koolzuurhoudende mineraalwater citroen,ml,,0,0,0,0,0
zoete puntpaprika,g,,0.8,25,0.1,4.3,0
mentos gum white - sweet mint,g,,0,170,0,68,0
verse soep erwt,g,,5.5,97,2.6,12,0
vitamine drink mango,g,,0,19,0,4.8,0
cacao nibs,g,,12.2,567,51,5.5,0
mushroom ravioli,g,,8.7,231,7.8,29,0
kastanjechampignons,g,,2.5,29,0.1,4.3,0
girasoli alla norma,g,,8.6,248,11,27,0
ketjap manis,g,,6.6,207,0,45.2,0
boter light bewust,g,,0,271,30,0.2,0
sandhai’s roti,g,,7.6,321,9.7,50,0
tostibrood volkoren,g,,10,234,1.7,41,0
aa drink high energy,ml,,0,40,0,9.9,0
tomaten polpa,g,,1.1,30,0.1,4.9,0
halfvolle koffiemelk,ml,,6.9,110,4,11.6,0
abrikoos en sinaasappel,g,,0.3,49,0,11.3,0
drinkyoghurt,g,,1.4,46,0.4,8.5,0
spelt gepoft,g,,6.1,526,30.6,54.5,0
havermout sticks chocolade,g,,8.3,463.7,18,65,0
fruitspread abrikoos,g,,0.6,119,0.5,27,0
aardbei-meringue vanille,ml,,1.4,178,5.6,29,0
avocadospread met kikkererwten,g,,3.7,245,22,5.3,0
ristorante pizza salame mozzarella pesto,g,,8.9,256,13.6,23.1,0
gerookt ontbijtspek,g,,16,293,25,1,0
pringles sour cream & onion,g,,6.3,515,30,54,0
confettini's,g,,4.5,472,25,55,0
kandijkoeken,g,,5.1,469,17.8,71,0
haringfilets in tomatensaus,g,,13,194,14,4,0
mergpijpjes,g,,1.9,456,19.4,68.4,0
skyr naturel,g,,11,62,0.2,4,0
chocoladetaart,g,,4.9,428,25.2,44,0
daslook braadfilets,g,,19,220,15,1.6,0
tradizionale met kruiden,g,,1.3,53.1,1.9,6.7,0
bamischijven,g,,2.5,170,6,25,0
mayonaise vol & romig,g,,0.9,624,67,3.1,0
skyr air raspberry lemon,g,,8.5,91,2.2,8.8,0
yoghurt ijs bosvruchten,g,,2.7,161,5.1,25.6,0
oberländer brood,g,,7.5,223,0.8,44,0
choconino,g,,6.2,542,32.3,55,0
quaker oats express protein naturel,g,,22.0,382.0,7.7,60.2,0
musli noten en zaden,g,,12.9,399,13.4,51.9,0
kerrie,g,,1.8,79,3.3,10.5,0
pikante hummus,g,,6.1,298,24.1,10.8,0
xxl chocolade hagelslag melk,g,,6.3,469,18.5,67.3,0
high protein milk chocolate crisp,g,,30,506,32,27,0
tostibrood wit,g,,8.9,248.6,1.1,50,0
meerzaden brood,g,,5.1,238,7.6,33.8,0
wilde zalm filet vriesvers,g,,19,99,2.5,0,0
melkan verse slagroom,g,,2.5,337,35,3,0
cheddar kaas,g,,16.5,267,20.8,3.2,0
tapenade paddenstoelen met truffel,g,,3.6,306,29,3.9,0
"maaltijdsalade penne, gegrilde kip",g,,6.5,112,5.1,9.3,0
goudse 48+ jong belegen,g,,23,353,29,0,0
freeway orange,g,,0.1,32,0.1,7.6,0
aardappelpuree,g,,2.3,82,2,13,0
gezoete cranberry pittenmix,g,,14,479,27,42,0
biologische yoghurt griekse stijl 10% vet,g,,4.5,124,10,4,0
extravirgin olive oil,ml,,0,822,91,0,0
garnalen spread,g,,6.1,276,24.3,7,0
protein poeder,g,,68,371,5.3,11,0
zuivelspread naturel,g,,5.1,244,24,2,0
scharrel kipreepjes,g,,17,105,2.7,3.2,0
gebrande cashewnoten ongezouten,g,,20.7,624,50.8,17.5,0
green ice tea,g,,0.0,10,0,2.4,0
kokos yoghurt ongezoet,g,,0.6,81.3,6.3,4.9,0
stokbrood,g,,14,267,5.2,38,0
drinkyoghurt monga en passievrucht,g,,3.1,33,0,4.1,0
mini penne volkoren,g,,12.5,347,2.2,65.5,0
finest tuna 145 gram can,g,,26.5,176.5,7.8,0,0
tommat & basilicum,g,,7.3,179,14,5.2,0
turkey,g,,27,520,45,1.7,0
havermout fijn,g,,13.1,381,8.5,59.2,0
jonge goudse kaas 48+ plakken,g,,23,359,29,0,0
aardbei banaan appel,g,,0.5,52.2,0,12,0
chocolate flakes,g,,6.4,504,24.6,63.3,0
witte druif citroen,g,,0,1,0,0,0
multifruit,ml,,0.2,25,0.1,5.8,0
eierwafel,g,,7.8,472,25.8,51.4,0
penny wafels,g,,1.1,104,7,9.1,0
halfvolle yoghurt vanillesmaak,g,,3.1,79,1.6,13,0
mayonaise halfvol,g,,0.1,47,4.6,1.4,0
eiersalade,g,,2.5,205,20.8,2.8,0
jumbo kies & ure depoek rong indonesisch el ek sis,g,,1.6,508,25.4,67.6,0
oil vlees & jus omega 3,g,,0.2,778,86,0.5,0
eiwitreep caramel fudge,g,,25,432,20,36.7,0
plakken,g,,0.3,268,21.4,18.5,0
bio eggs,g,,12.3,135,9.5,0,0
digestive naturel koekje,g,,6.5,485,20.9,66,0
yoghurt griekse stijl lactosevrij,g,,3.5,77.2,5,4.6,0
roomboter gezouten,g,,0.6,738,81.2,1.2,0
ketchup,ml,,1.5,93,0,21.8,0
beschuit,g,,15,411,5.4,74,0
kalverliefde biologische halfvolle melk,g,,3.5,47,1.6,4.7,0
limoen & gember puur,g,,5.8,532,34,46,0
appel kaneelcake,g,,4.8,349,18,41,0
coca-cola light,g,,0,0.4,0,0,0
soft chocolate caramel flavor,g,,31.1,362.2,16,35.6,0
fondue klassiek,g,,15.6,232,14.8,3,0
libanees brood,g,,8.7,268.3,0.8,55,0
turks brood,g,,7.9,250,1.9,49,0
pindakaas mey stukjes,g,,23,644,55,10.3,0
smokey bbq sauce,ml,,1,104,0.6,9,0
kaas jong belegen 48+,g,,24.3,383,31.7,0,0
natuurzuiver bier,ml,,0.4,41,0,3,6.5
protein bowl mexicaanse gekruide chili,g,,6.4,94,2.1,10.3,0
leandri mandarijn,g,,0.7,45,0.1,9.9,0
jong belegen,g,,23.8,403,34.2,0,0
bio pompoensoep,ml,,0.9,35,0.9,5.5,0
quest 2025 nummer fercodes ppines estquizzen eslag,g,,0,350,38,1.8,0
zonnestroop,g,,0.9,270,0,66,0
bruine bonen,g,,8,104,0.8,13.5,0
boemboe babi ketjap,g,,1.1,193,1.9,46,0
"heldere groentebouillon met 15,5 % groenten",ml,,0.1,2,0,0.5,0
"coca-cola zero sugar 0,5 liter",ml,,0,1,0,0,0
harissa de la tunisie,g,,2.9,72,1,11,0
côte d'or bloc noir amandes 16x180g,g,,10,557,36,42,0
purée d'amandes complètes,g,,19.5,609,52,10.4,0
cranberry-almond bar,g,,13.2,465,20.3,54.5,0
poudre d amandes,g,,22,633,52,16,0
toast krokant,g,,10,441,14,68,0
pesto alla genovese biologico,g,,5.9,655,64.5,11.8,0
bosvruchten fruitbeleg,g,,0.6,162,0.2,38,0
framboise,g,,1.5,31,0,4.5,0
bio bananen,g,,1.1,93.7,0.3,20,0
pompen duchesse,g,,1.8,139,6.2,18,0
chocolade vla,g,,2.5,94,3,14,0
stophoest,g,,0.8,392,0,97,0
witlof,g,,1.2,14,0,1.9,0
goedemorgen framboos blauwe bes,ml,,3.4,59,0.8,8.2,0
protein lentils,g,,28.4,373,1.4,56.7,0
makreel,g,,19,274,22,0,0
kilo'tje biologisch iets kruimig,g,,2,88,0,19,0
peanut & cookies,g,,3,258,14,29.2,0
bonenschotel voor chili con carne,g,,3.1,63,0.4,9.8,0
clubsandwich kip,g,,9.3,243,13,20,0
trio sandwich - bacon and egg,g,,11.5,264.1,14.1,21.8,0
unox kerrie good noodles,g,,2,113,5.2,14,0
choco & pinda,g,,8.9,495,24,59,0
mini mix choco's,g,,3.6,350,22,34,0
stevige crackers,g,,12,425,17,50,0
knoflooksaus grieks,ml,,1,287,24,17,0
goudse geraspte kaas jong belegen,g,,25.1,381,30.1,2.4,0
gemengde noten,g,,20.1,621,52.1,14.2,0
tortilla,g,,8.8,304,4.9,55,0
naturel chips,g,,6.1,526,30.6,54.4,0
oat pancakes,g,,5.4,195,8.4,24.4,0
yofruit,g,,5,395,10.1,71.4,0
vanillesuiker,g,,0,396,0,99,0
witte wijn azijn,g,,0,0,0,0,0
waterijsje sinaasappel met roomijs,g,,0.6,60,1.7,10.5,0
latte opschuimmelk,g,,3.7,71,4.1,4.8,0
zoetzuur zilver uitjes,g,,0.7,42,0.3,8.2,0
dadels medjoul,g,,1.8,322,0.2,75,0
kipfilet kruiden roomkaas,g,,14,216,17,1.5,0
zilvervlies basmatirijst,g,,7.5,370,3.2,76,0
basmatirijst minuutje,g,,4,164,2.4,31,0
franse kruidenroomkaas,g,,4.7,252,24,3.8,0
blauwe bessen biologisch,g,,0.7,52,0,11,0
ribbel sour cream onion,g,,6.4,518,29.1,55.5,0
zoete aardappel spread chili madras,g,,2.6,220,16,14,0
naturel ribbelchips,g,,6.1,527,30.7,54.4,0
mango geitenkaas,g,,3.4,97.5,5,9,0
rijstwafels groot,g,,8,380,3,79,0
blueberry high protein,g,,10,71,0.5,6,0
carrot banana pancake,g,,7.3,173,4.4,25,0
jonge kaas,g,,25.2,387,31,0,0
plantaardig alternatief voor halfvolle melk,g,,3.6,49,1.8,4.3,0
magere drinkyoghurt aardbei/kers 0% vet,ml,,3.1,31,0,4,0
vloeibaar bak-en braadproduct,g,,0.4,814,90,0.7,0
kippenbouillon,g,,18,317,22,12,0
mozarella di buffala campana,g,,13,262,23,0.7,0
pangasiusfilet,g,,16,80,1.8,0,0
dunne rijstwafels  met zeezout - jumbo,g,,8.3,388.9,2.8,75,0
oude kaassalade,g,,8.4,390,37,5.8,0
"beemster ham, kaas, ei",g,,12,269,16,19,0
geitenkaas ongesneden naturel,g,,16.3,295,24.8,1.7,0
eiermie,g,,12,376,2.4,74.6,0
paaseitjesmix,g,,5.1,486,21,69,0
yoghurtje fruit,g,,7.4,194,5.6,27,0
jong belegen 48+,g,,24,390,32,0,0
yoghurtje fruit met aardbeien,g,,3.9,89,2.8,11.9,0
100% pindakaas met stukjes pinda xxl,g,,27,639,53,10,0
scharrelkipfilet,g,,19,128,4.5,2.7,0
warm gerookte forel,g,,12,428,42,0.4,0
jong belegen goudse 30+,g,,26.9,273,18.4,0,0
alpenmelk crème,g,,5.2,579,38,52,0
tomatensaus basis,g,,1.7,48,1.4,5.9,0
knoflook turkse kebab,ml,,1,285,23,18,0
satésaus water toevoegen,g,,6.9,248.9,14.4,21.6,0
zero sugar,g,,0,0.4,0,0.1,0
30+ goudse jong,g,,31,295,19,0,0
the red edition,ml,,0,45,0,11,0
tempehblokjes ketjap,g,,14.6,315,22.5,10.6,0
twix ice cream,g,,2.8,280.7,14.6,34.8,0
mini krieltjes barbecue,g,,2,81,0.0,17,0
runderbouillon,ml,,0,6,0.2,0.1,0
"basis voor koken, bakken en roerbakken",ml,,0,639,71,0,0
fruitontbijt aardbei en sinaasappel,ml,,0.7,50,0.1,10.4,0
wholewheat tortilla wraps,g,,7.7,304,7.4,48.3,0
geroosterde kipfilet,g,,26,121,1.1,2.1,0
sprits,g,,5.1,530,28.7,62.2,0
red velvet muffins,g,,4.1,458,21,58,0
volkoren havermout appel kaneel,g,,12,373,7.9,58,0
verkade cafe noir,g,,5.3,452.9,14.0,75.4,0
melk choco protein bar,g,,33,392,20,24,0
calvé samba imp,g,,0.5,181,13,14,0
multimix asian,g,,20,580,43,25,0
blanc vanille,g,,10.4,633,50,36,0
kookpakket tikka massala,g,,5.1,112,3.7,14,0
blokjes tomaten in tomatensap,g,,1.1,20,0.1,3,0
ossenworst prijs: zie priskaart netto gewicht ten,g,,19.3,125,4,3,0
yoghurt mayo,g,,1.1,288,25,14.3,0
oud geraspt goudse +48,g,,24.5,393,32.3,1.7,0
sardines in water,g,,19,212,14,0,0
bami groente,g,,2,32.7,0.5,4,0
vanillesmaak roomijs,g,,3.1,201,11.4,21.6,0
cracker mix classic,g,,7.9,507,27,58,0
crunchy muesli choco licious,g,,8.1,432,14.3,62.7,0
plus ongezouten pinda’s,g,,27,623.3,50,13.7,0
jong belegen 30+,g,,30.5,289,18.5,0,0
ongezouten pinda s,g,,26.4,602,48,12,0
aardappelen,g,,2,88,0,19,0
ongezouten pistache,g,,6,167,14,3.3,0
sardines tomatensaus,g,,17,172,9.9,3.8,0
vegetarische kipstukjes,g,,19.7,155.6,6.3,4.4,0
nederlandse kersen,g,,0.9,57,0.4,12,0
tagliatelle roomsaus,g,,11,435,21,49,0
ontbijt pap volkoren,g,,12.6,349,2,63,0
tonijn in water zonder toegevoegd zout,g,,21,97,1,1,0
basmati rijst,g,,8.2,353,0.5,78,0
3x3 stuks soms gaat het gwoon om de buitenkant inf,g,,6.6,486,21.8,64.6,0
fusilli corti bucati,g,,14.5,351,1.2,69,0
e ch up klaar in 3 minuten snack noodles kipsmaak,g,,1.8,104.4,5,13,0
plantaardig amandel,g,,0.7,68,3.6,8,0
framboos & cranberry boost,g,,0.1,23,0.0,5.3,0
fusilli half volkoren,g,,13,350,2,67,0
natural tortillas 80% less carbs,g,,22,307.5,13.8,36,0
witte landbollen,g,,8.7,246.8,1.3,48.4,0
sesam volkoren,g,,9.4,251.4,3.7,40.9,0
halfvolle yoghurt jumbo,g,,4.2,50,1.5,4.3,0
kipfilet plakken,g,,18,112,2.4,4.6,0
kaas 30+ belegen,g,,30,288,18,0,0
ah comfort bowl marokkaanse stoof,g,,2.5,69,0.7,12,0
liefde & passie spelt buckwheat bread,g,,9.8,247,2.8,43,0
crevettes grises,g,,20,95,1.6,0.1,0
mozzarella mini's,g,,17,216,16,1,0
kipnuggets,g,,10.1,244,15.1,16.7,0
100% appel fruitstroop,g,,1.4,265,0,62.9,0
griekse kofta,g,,4.4,90,1.4,14,0
whey milkshake,g,,70,392.0,7.3,5.7,0
drinkbouillon tuinkruiden,g,,1.1,6,0.5,0.5,0
havermout porties,g,,11,375,5.6,66.2,0
cottage drops,g,,6,102,6.9,3.3,0
verse mango,g,,0.7,50,0.6,10,0
smeerkaas minder vet 20+,g,,17,136,7,1,0
boerenbruin tijger brood,g,,9.4,231.4,1.1,43.1,0
tortellini al gusto carne,g,,14,382,8.9,60,0
keulse smeerleverworst,g,,13,265,23,1,0
swazwälder shinken,g,,26,234,14,1,0
krieltjes kruidenbotersmaak,g,,1.9,97,2,16.8,0
woud met bloemen honing,g,,0.4,325,0,80.5,0
bosvruchten jam,g,,0.5,235,0.5,56,0
"27-12-25t 358 a lunchsalade kikkererwten, tomaat,",g,,3.7,144,8.7,11,0
whey protein vanilla flavour,g,,75.7,390,7.3,5.2,0
volkoren brood,g,,11.4,228.6,1.7,38.3,0
thai protein bites,g,,11,194,8.8,15,0
bolletje zaden & pitten repen,g,,17,563,39,31,0
kop soep gevulde champignon,g,,0.9,77,3.5,10.3,0
jong belegen goudse kaas 48+,g,,23,372,30,0,0
kaas 48+ met boerenworstjes,g,,26.1,434,36,1.1,0
sensationoreo cream,g,,4.2,519.2,28.5,61.5,0
protein poeder vanille,g,,78,403.7,8,3.2,0
natural protein tonijn bowl,g,,13.2,161.8,8.2,7.3,0
gele curry,g,,2.5,149,8.4,14,0
rode kool met appel,g,,0.9,52,0.2,10,0
gekruid kipgehakt,g,,17.7,190,12.6,1,0
shakshuka,g,,2.8,64,1.5,8.1,0
texmex protein bites,g,,13,222,9.2,18,0
cashew nuts sea salt,g,,18.5,596,44.7,28.2,0
protein tonijnmoot,g,,28,180,7.6,0,0
pasta,g,,3.4,94,1.9,16,0
tonijnstukken in olijfolie,g,,24,204,12,0,0
groentepannetje italiaanse stijl,g,,1.6,52,2.7,4.2,0
geroosterde broodjes / petits pains grilles,g,,9.5,477,23,57,0
healthy energy juicy peach,ml,,0.4,17,0,3.5,0
turkse yoghurt,g,,4.5,114,8.1,5.8,0
extra lean ground beef,g,,18.2,163,9.6,0.9,0
amandelen ongebrand,g,,26,615,52,6,0
healthy energy apple raspberry,ml,,0.1,12,0,2.7,0
guacamole dip,g,,2.5,172,16.5,1.7,0
trader joe's amandelen,g,,25,631,55,6.2,0
good noodles kip,g,,8.6,480,21.4,60,0
monster energy zero sugar ultra rosa,ml,,0,3,0,0.9,0
pro+ kvarg vanilj,g,,10,56,0.2,3.5,0
aardbeien jam extrs,g,,0,225,0,55,0
fol van st sma rund/plantaardig gehaktmix met erwt,g,,9.9,121.3,8.3,0.5,0
yoghurt,g,,10,84,1.5,7.5,0
zaans sesam volkoren brood,g,,34.3,677.1,8.9,105.7,0
spaanse fuet,g,,31,466.7,31,3,0
broodjes complet,g,,11.6,242,2,42,0
luxe volkoren bollen,g,,20.5,396.7,4.2,63.3,0
shoarma kruiden,g,,13.7,247,7.4,20.8,0
excellent jamón serrano,g,,30,210,10,0.1,0
vers geperst sap sinaasappel kiwi,g,,0.8,39,0,8.5,0
kip kerrie salade,g,,8.9,277.2,24,6.9,0
on le stuks tortilla naturel bron van vezels wraps,g,,9.1,301,4.9,53,0
geroosterde muesli,g,,14,448,16,56,0
tonijn olie,g,,25,235,15,0,0
biscuits met chocovulljng,g,,5.9,447,13.9,73.4,0
teriyaki noodles,g,,9.1,453.8,20,56.9,0
gekoeld her forest cocoa allian sinds 1976 hertog,g,,2.8,203.6,8,29,0
kaneelbroodjes,g,,5.2,328,15,42,0
"puree, meel sel, cel. 100 g en do g en, ten. uten",g,,9,221.6,4.3,35,0
sinas,g,,0,9.2,0,2.2,0
rundvlees bouillon,g,,0.1,3,0.1,0.3,0
camembert,g,,18,288,23,2,0
luxe meergranen brood,g,,10.9,271.4,3.1,45.7,0
tijger bruin,g,,10.1,249,1.3,46.3,0
aardappelchips met chilli smaak,g,,6.2,521,29.3,55.9,0
sojadrink ongezoet,ml,,3.3,34,1.7,1.2,0
gelei suiker,g,,0,399,0.2,99,0
kokosdrink ongezoet,g,,0.2,25,1,3.6,0
ei,g,,12.3,132,9.1,0.2,0
bollen,g,,9,240,1.8,44,0
chicken breast,g,,23.9,109,1.4,0,0
ribbel paprika flavour,g,,6.1,523,30,55,0
oats barista milk,ml,,1.4,52,1.5,7.7,0
kruitcake,g,,5.2,324,12,49,0
ah gyoza kip,g,,5.9,159,3.4,26,0
bio hoemoes kalamata olijven,g,,7.5,252,18.9,10.4,0
tempura garnalen,g,,12,238,12.6,18,0
gezouten cashew noten,g,,19,613,49,22,0
zakje met zomerfruit,g,,1,69,0.4,13,0
naanbrood knoflook koriander,g,,8.3,294,6.5,49,0
kidneybonen,g,,9,105,0,12,0
milner jong 30+,g,,29,283,18,0,0
lupilu knijp fruit,g,,0.5,57,0.5,11.7,0
tradizionale pasta sauce,g,,1.6,79,5.2,6.1,0
melkbiscuit aardbeismaak,g,,9.5,484,21,61,0
pinsa cesare,g,,9.3,242,1.1,48,0
lsa jumbo's sal? ssa mi ld nutr,g,,1.5,54,0.2,10.5,0
veganistisch ijs met vanillesmaak,g,,0.8,194,9.8,24,0.1
fruit yoghurt aardbei,g,,3.5,102,4.1,13,0
tofusion korean style,g,,16,187,9.7,5.8,0
blij met jou,g,,7.4,535.4,31,55,0
yogurt mayo,g,,0.8,290,26,12.6,0
melkbiscuit melk-aardbeismaak,g,,9.5,484,21,61,0
wholemeal bread,g,,7.7,222.9,1.4,40,0
corn,g,,2.5,82,1.4,14,0
duo winegums zoet zuur,g,,4.2,350,0,82,0
fijnproevers paprika,g,,18,635,54,16,0
tiramisu ijs,g,,1.3,108,3.4,17,0
biologisch volkoren,g,,11,343,1.9,67,0
let it beef,g,,17,154,5.5,6.1,0
lemon-lime + vitamin b12,ml,,0,0,0,0,0
hazelnoten,g,,15,690,65,8,0
ginger shot 20%,g,,0.4,38,0,9.2,0
zalmfilet op huid,g,,20.1,207,14.2,0,0
gouda holland kaas 48+ belegen,g,,25,398,33,0,0
radler citroen 0.0,g,,0,25,0,6,0
mascarpone chili roomkaas,g,,3.1,259,19.2,18.8,0
plantaardige balletjes,g,,19,155,5.1,5.6,0
grapefruit radler 0.0,g,,0,28,0,6.9,0
bites we love oat bar,g,,8.4,361,15,34,0
oven zoutjes sour cream,g,,6.8,400,8.5,72,0
starmix uitdeelzakjes,g,,6.6,342,0.5,77,0
plantaardige hamburger,g,,14,129,4.8,4.7,0
roombrie,g,,16,360,32,2,0
biologische havermeel,g,,11,375,6.3,66,0
magere kwark orange,g,,6.7,48,0.2,5.1,0
keltisch zeezout,g,,0,0,0,0,0
vegetarische cordon bleu,g,,6.3,223,12.7,17.7,0
eiwit milkshake chocolade,g,,7.6,69.1,1.7,5.5,0
pistache ijs,g,,2.7,183,7.5,26,0
plantaardige tonijnspread,g,,12,242,19,5.3,0
fitquark  peach passionfruit,g,,12,68,0.4,3.5,0
paas bokkenpootjes,g,,3.5,509,24,68,0
hardanger lachs salmon,g,,22.3,188,11,0,0
haver koekjes,g,,8.7,473.3,19.3,63.3,0
lindahls protein pudding chocolade-cookies,g,,10,75,0.3,7.4,0
skyr orange ginger,g,,9.4,75,2.2,4,0
bosvruchtensmaak,g,,2.7,348,17,63,0
skyr yoghurt perzik,g,,10,82,0.2,10,0
eiwit limonade,ml,,0.6,2.8,0.1,0.1,0
zalmsalade,g,,11,232,19,4.7,0
protein chocolate fudge mousse,g,,10,81,1.8,8.7,0
cultura naturel,g,,5.5,66,2.5,3.8,0
bakkers beschuit origineel,g,,14,410,4.9,76,0
kwarbar vanille,g,,22,318.4,20,15,0
vanille hazelnoot,g,,6.2,77,2.8,7.3,0
groene pesto vegan,g,,4,399,39.8,4.5,0
linzen in curry,g,,4.8,91,3.2,9.6,0
maischipq sweet chili,g,,6.6,470,20,64,0
amandeldrink naturel,g,,0.5,23,1.1,2.8,0
chocolade mousse taart,g,,5.4,384,24,35,0
halvanaise,ml,,0.5,279,25.8,10.8,0
d nutri-score jumbo's 100% biologische pinda roere,g,,25,587,48,8.3,0
jumbo nas cho chips nutri-score,g,,6.6,472,20,64.4,0
tomatensoep,g,,2.2,57,2.5,6.6,0
canisius echte peren-appelstroop uit limburg 450 g,g,,1.1,272,0.5,63,0
luchtige crackers vezelrijk,g,,10,352,3.6,63,0
glutenvrije stroopwafel,g,,8.7,486.7,20,66.7,0
biscottes,g,,11,401,5,76,0
vastkokende aardappelen,g,,2,88,0,19,0
groenteschotel italiaanse stijl,g,,1.5,50,2.7,4,0
honingdrop,g,,8,339,0.2,75,0
halfvolle melk biologisch,g,,3.4,46,1.5,4.7,0
filetstukjes oriental émincé,g,,22,216,12,3.2,0
oaties cocoa crunch,g,,10,380,4.9,70,0
pinda kaas extra smeuïg,g,,25,644,53,13,0
spinazie a la crème biologisch,g,,2,45,2.6,2.4,0
numbo knapperigips naturel ik zit er klaar voor! 5,g,,6.1,528,30.7,54.6,0
